category,job_title,job_skill_set
INFORMATION-TECHNOLOGY,Director of Information Technology,"['business acumen', 'collaboration', 'problem solving', 'communication', 'leadership', 'strategic thinking', 'it management', 'cloudsuite', 'warehouse management systems', 'api development', 'integration experience', 'risk analysis', 'risk mitigation', 'software purchasing', 'hardware purchasing', 'subscription management']"
INFORMATION-TECHNOLOGY,Information Technology Project Manager,"['project management', 'communication', 'team management', 'problem solving', 'adaptability', 'microsoft azure', 'sdlc', 'agile', 'microsoft exchange', 'office 365', 'sharepoint', 'intune', 'azure active directory', 'onedrive', 'ms teams', 'jira', 'imanage', 'workday', 'engage', 'time management']"
INFORMATION-TECHNOLOGY,Senior Information Technology Auditor,"['risk management', 'sql', 'cybersecurity', 'internal controls', 'communication', 'project management', 'analytical skills', 'attention to detail', 'planning and organizing', 'collaboration', 'initiative', 'it audit', 'cia certification', 'cisa certification', 'cism certification', 'data analysis', 'linux', 'cloud computing', 'cobit', 'nist sp 800', 'nist csf', 'ssdlc', 'change management', 'code security', 'data management']"
INFORMATION-TECHNOLOGY,Senior Information Technology Program Manager,"['project management', 'system implementation', 'accounting knowledge', 'asset accounting', 'sarbanes-oxley compliance', 'it environment experience', 'collaboration', 'independent planning', 'communication', 'problem solving', 'reporting', 'ad hoc analysis']"
INFORMATION-TECHNOLOGY,Information Technology Support Specialist (Active TS/SCI /wPoly),"['help desk support', 'information technology (it)', 'troubleshooting software', 'communication', 'problem solving', 'coaching', 'guidance', 'teamwork', 'adaptability', 'computer repairs', 'remote support', 'troubleshooting hardware', 'desktop mirroring', 'cloud infrastructure', 'installing computer hardware', 'modifying computer hardware', 'repairing computer software', 'investigation', 'follow-up']"
INFORMATION-TECHNOLOGY,Information Technology Business Partner,"['enterprise technology', 'data analysis', 'microsoft suite', 'application selection', 'healthcare technology', 'networking concepts', 'communication', 'collaboration', 'customer orientation', 'problem solving', 'self-motivation', 'organization', 'leadership', 'relationship building', 'microsoft certifications', 'active directory', 'exchange server', 'windows 10 management']"
INFORMATION-TECHNOLOGY,Information Technology Project Coordinator,"['project coordination', 'microsoft', 'vms', 'data analysis', 'communication', 'problem solving', 'time management', 'customer service', 'teamwork', 'adaptability', 'customer business management system', 'scheduling management tools', 'sap', 'financial reporting', 'callout management (arcos)', 'preventative maintenance management']"
INFORMATION-TECHNOLOGY,Information Technology Specialist 2 (NY HELPs) - 5138,"['database design', 'sql', 'performance tuning', 'data analysis', 'adhoc reporting', 'troubleshooting', 'communication', 'problem solving', 'teamwork', 'adaptability']"
INFORMATION-TECHNOLOGY,Information Technology Support Specialist,"['hyper-v administration', 'networking', 'microsoft 365 administration', 'self-motivated', 'customer service', 'problem solving', 'communication', 'adaptability', 'active directory management', 'routing', 'vlans', 'voip installation/administration']"
INFORMATION-TECHNOLOGY,Information Technology Project Manager,"['data management', 'data extraction', 'team leadership', 'communication', 'problem solving', 'stakeholder management', 'cross-functional collaboration', 'adaptability', 'project management', 'network infrastructure', 'erp systems', 'project management software', 'risk management', 'pmp certification', 'prince2 certification', 'it infrastructure', 'strategic thinking', 'time management']"
INFORMATION-TECHNOLOGY,Information Technology Security Administrator,"['network security', 'fortigate firewalls', 'cybersecurity', 'cloud security', 'problem solving', 'troubleshooting', 'communication', 'teamwork', 'self-motivation', 'solutions-oriented thinking', 'continuous improvement', 'crowdstrike', 'active directory', 'okta', 'edr solutions', 'security policies', 'security training']"
INFORMATION-TECHNOLOGY,Information Technology Technician,"['physical inventory management', 'communication', 'problem solving', 'teamwork', 'adaptability', 'windows administration', 'technical support', 'desktop hardware support', 'instrument-controlled software', 'imaging of computers', 'windows security', 'user/group permissions management', 'group policies management', 'attention to detail']"
INFORMATION-TECHNOLOGY,Information Technology Project Coordinator,"['microsoft office suite', 'pdf processing', 'teamwork', 'collaboration', 'communication', 'adaptability', 'problem solving', 'salesforce', 'data entry', 'internal tool (crs)']"
INFORMATION-TECHNOLOGY,Information Technology Project Manager,"['application development', 'project management', 'risk management', 'resource allocation', 'cloud technologies', 'communication', 'team collaboration', 'problem solving', 'stakeholder management', 'adaptability', 'leadership', 'time management', 'agile', 'confluence', 'jira', 'sharepoint', 'sdlc', 'budget management']"
INFORMATION-TECHNOLOGY,Senior Information Technology Project Manager,"['communication', 'analytic skills', 'critical thinking', 'facilitation skills', 'presentation skills', 'collaboration', 'team management', 'problem solving', 'flexibility', 'responsiveness to input', 'project management', 'cybersecurity tools implementation', 'pmp certification', 'apmp certification', 'project budget management', 'it project management methodology', 'project standards application', 'negotiation', 'cultural adaptability']"
INFORMATION-TECHNOLOGY,Information Technology Operations Manager,"['management experience', 'technical customer support', 'desktop support', 'service desk', 'technical leadership', 'operating systems', 'applications', 'project management', 'business management', 'technical support', 'leadership', 'communication', 'influencing', 'organizational skills', 'planning skills', 'team building', 'critical thinking', 'adaptability', 'problem-solving', 'customer-centric']"
INFORMATION-TECHNOLOGY,Entry-level Information Technology (IT) Role,"['data analytics', 'project management', 'customer success', 'communication', 'networking', 'motivation', 'helpdesk support', 'banking operations', 'interviewing skills', 'resume building']"
INFORMATION-TECHNOLOGY, Information Technology Epic Beaker Application Analyst 2,"['information technology', 'project management', 'healthcare experience', 'application operations', 'implementation', 'customer service', 'teamwork', 'initiative', 'problem solving', 'engagement', 'communication', 'epic certification', 'lab operations']"
INFORMATION-TECHNOLOGY,Information Technology Manager,"['troubleshooting', 'technical support', 'project management', 'technology solutions', 'system investigation', 'documentation', 'communication', 'team leadership', 'problem solving', 'negotiation', 'collaboration', 'adaptability', 'project planning', 'administrative assistance', 'insurance technology']"
INFORMATION-TECHNOLOGY,Information Technology Project Coordinator,"['project management tools', 'sharepoint', 'waterfall methodology', 'collaboration', 'communication', 'problem solving', 'analytical skills', 'autonomy', 'knowledge sharing', 'project coordination', 'smartsheet', 'excel', 'powerpoint', 'sap', 'ms project', 'teams', 'forms', 'agile methodology', 'self-motivation', 'commitment to self-development']"
INFORMATION-TECHNOLOGY,Information Technology Intern,"['computer hardware', 'help desk support', 'problem solving', 'communication', 'teamwork', 'adaptability', 'attention to detail', 'reasoning ability', 'microsoft windows', 'microsoft office', 'mobile devices']"
INFORMATION-TECHNOLOGY,Information Technology Operations Engineer,"['request management', 'documentation', 'collaboration', 'communication', 'attention to detail', 'problem solving', 'efficiency optimization', 'liaison skills', 'itsm', 'production readiness reviews (prr)', 'incident management', 'change management', 'problem management', 'runbooks', 'knowledgebase articles', 'jira', 'itil standards']"
INFORMATION-TECHNOLOGY,Healthcare Information Technology Consultant,"['it management', 'vendor implementations', 'client integrations', 'development projects', 'technical skills', 'process development', 'risk mitigation', 'web tools', 'organizational skills', 'deadline orientation', 'motivational skills', 'problem solving', 'negotiation skills', 'self-starter', 'teamwork', 'communication', 'hipaa compliance']"
INFORMATION-TECHNOLOGY,Hybrid - Data & Analytics Manager (Information Technology Manager 1),"['project management', 'leadership', 'communication', 'collaboration', 'problem solving', 'customer focus', 'relationship building', 'critical thinking', 'sql', 'data governance', 'data visualization', 'database management', 'data analysis', 'information technology architecture', 'data mining', 'business metrics alignment', 'data curation', 'data extraction', 'developing others', 'written communication', 'innovation']"
INFORMATION-TECHNOLOGY,Information Technology Risk Manager,"['data analytics', 'influencing skills', 'communication skills', 'relationship building', 'credibility establishment', 'collaboration', 'problem solving', 'data risk management', 'operational risk management', 'regulatory compliance', 'data governance', 'risk identification', 'risk reporting', 'nist framework', 'itil framework', 'cobit framework', 'automation solutions', 'integration solutions', 'development architecture', 'technology trends', 'information security principles']"
INFORMATION-TECHNOLOGY,Information Technology Engineer,"['sql server (2012+) administration', 'strong sense of responsibility', 'ability to work independently', 'good interpersonal skills', 'communication skills', 'self-motivated', 'detail-minded', 'result-oriented', 'team player', 'creativity', 'excellent verbal skills', 'excellent written skills', 'vmware vsphere 6/7/8', 'storage area networks (sans)', 'windows active directory (2012+)', 'office 365', 'microsoft azure', 'networking / infrastructure', 'cisco / dell switches', 'juniper', 'next-gen firewalls (palo alto)', 'endpoint security management', 'windows 10/11 pcs', 'macintosh', 'linux', 'powershell scripting', 'app insights', 'stream analytics', 'machine learning - ai', 'disaster recovery/business continuance management']"
INFORMATION-TECHNOLOGY,Information Technology Support Specialist,"['computer and software skills', 'troubleshooting', 'hardware and software issues resolution', 'team-oriented', 'communication', 'problem solving', 'customer service', 'adaptability', 'desktop support', 'mobile device support', 'printer setup and management', 'microsoft teams setup and support', 'intune management', 'windows 10 support', 'device migrations and setup']"
INFORMATION-TECHNOLOGY,Information Technology Specialist(Desktop Support),"['independent work', 'guidance to others', 'planning', 'execution', 'communication', 'voip phones', 'data communications equipment', 'pc installation', 'printer installation', 'server installation', 'technical site surveys', 'data cable installation', 'troubleshooting', 'inventory control', 'desktop support']"
INFORMATION-TECHNOLOGY,Information Technology Desktop Support,"['microsoft operating systems', 'office suite', 'active directory', 'hardware troubleshooting', 'software troubleshooting', 'networking concepts', 'tcp/ip', 'vpn', 'mobile device support', 'it ticketing system', 'system backups', 'data recovery', 'user education', 'problem solving', 'communication', 'interpersonal skills', 'independence', 'multi-tasking', 'prioritization', 'dns', 'dhcp', 'technical certifications']"
INFORMATION-TECHNOLOGY,Information Technology Project Manager,"['project management', 'budget management', 'risk management', 'quality assurance', 'documentation', 'cross-functional coordination', 'communication', 'problem solving', 'conflict resolution', 'team leadership', 'collaboration', 'adaptability', 'sdlc', 'software development', 'pmp certification']"
INFORMATION-TECHNOLOGY,Information Technology Vice President,"['information technology strategy', 'team leadership', 'project management', 'budget management', 'risk assessment', 'system development', 'technical proficiency', 'collaboration', 'communication', 'interpersonal skills', 'organizational skills', 'problem solving', 'continuous improvement', 'visionary leadership', 'client focus', 'adaptability', 'data analysis', 'ms office suite', 'ethical conduct', 'cultural awareness']"
INFORMATION-TECHNOLOGY,Information Technology Support Analyst,"['desktop support', 'laptop support', 'ios devices support', 'troubleshooting', 'microsoft networking', 'windows os', 'mac os', 'ms office', 'ms 365', 'sharepoint', 'email support', 'internet browsers', 'technical degree', 'teamwork', 'communication', 'problem solving', 'customer service', 'adaptability', 'ms teams', 'anti-virus software', 'ticketing system', 'servicenow', 'a+ certification', 'mcp certification']"
INFORMATION-TECHNOLOGY,Information Technology Project Coordinator,"['it project management', 'budgeting', 'system administration', 'data management', 'accountability', 'proactivity', 'critical thinking', 'attention to detail', 'collaboration', 'communication', 'analytical skills', 'service orientation', 'continuous learning', 'forecasting', 'workday financials', 'powerbi', 'powerapps', 'sdlc', 'agile project management', 'excel', 'powerpoint', 'financial reporting', 'erp systems']"
INFORMATION-TECHNOLOGY,Strategic Sourcing Manager: Cyber Defense & Engineering + Information Technology - USDS,"['information technology', 'data analysis', 'network security', 'collaboration', 'problem solving', 'communication', 'organizational skills', 'creativity', 'cyber defense', 'vendor management', 'contract management', 'negotiation', 'procurement policies', 'cloud software', 'rfp management', 'budget management', 'digital transformation', 'time management', 'adaptability', 'strategic thinking']"
INFORMATION-TECHNOLOGY,Information Technology Specialist - Data Operations,"['data management', 'database management systems', 'data security', 'system architecture', 'integration techniques', 'testing methods', 'communication', 'problem solving', 'analytical thinking', 'adaptability', 'project management', 'team collaboration', 'technical documentation', 'data analysis', 'cloud reporting and analytics', 'data quality standards', 'data mining', 'data warehousing', 'information assurance certification (e.g., sec+)']"
INFORMATION-TECHNOLOGY,Information Technology Support Technician,"['microsoft office 2016', 'documentation', 'communication', 'customer service', 'problem solving', 'time management', 'desktop support', 'microsoft windows', 'pc hardware repair', 'office 365', 'mobile device management', 'ios', 'android', 'blackberry', 'it problem diagnosis', 'teamwork', 'training', 'flexibility']"
INFORMATION-TECHNOLOGY,Information Technology Manager,"['it management', 'cyber security', 'networking', 'team management', 'technical skills', 'communication', 'leadership', 'training', 'knowledge sharing', 'problem solving', 'service desk management', 'office 365', 'active directory', 'cloud services']"
INFORMATION-TECHNOLOGY,Information Technology Support Specialist,"['customer service', 'computer software', 'communication', 'teamwork', 'organization', 'judgment', 'motivation', 'interpersonal skills', 'adaptability', 'troubleshooting', 'ticket management system', 'technical support', 'documentation', 'operating systems', 'call center applications', 'service desk applications', 'multitasking', 'time management']"
INFORMATION-TECHNOLOGY,Information Technology Business Analyst,"['sql', 'project management', 'technical documentation', 'communication', 'interpersonal skills', 'analytical skills', 'problem solving', 'teamwork', 'time management', 'customer service', 'organizational skills', 'leadership', 'sap finance & accounting', 'sap s4', 'sap fi (gl, ap, ar, fa)', 'sap co (cca, pca, internal orders)', 'sac analytics', 'sac planning', 'business case development', 'test plan creation', 'user acceptance testing', 'reporting tools', 'flexibility']"
INFORMATION-TECHNOLOGY,Director of Information Technology,"['cybersecurity', 'communication', 'strategic planning', 'team management', 'problem solving', 'adaptability', 'cloud migration', 'erp implementation', 'infrastructure design', 'm365 dynamics erp', 'it leadership', 'it staffing and support']"
INFORMATION-TECHNOLOGY,Information Technology Asset Manager,"['hardware management', 'project management', 'database management', 'documentation', 'communication', 'interpersonal skills', 'independence', 'multitasking', 'leadership', 'problem solving', 'collaboration', 'attention to detail', 'time management', 'it asset management', 'cmdb', 'servicenow', 'itsm tools', 'vendor management', 'licensing agreements', 'data analysis', 'reporting', 'process design', 'configuration management', 'software management', 'trend analysis', 'auditing', 'governance', 'research', 'negotiation', 'team recruitment', 'continuous improvement', 'strategic planning', 'supervision']"
INFORMATION-TECHNOLOGY,Information Technology Developer,"['sharepoint', 'teamwork', 'problem solving', 'customer service', 'self-motivation', 'integrity', 'collaboration', 'communication', 'leadership', 'power bi', 'sql', 'html', 'javascript', 'power automate', 'etl', 'api development', 'database administration', 'reporting technologies', 'microsoft project server', 'jira', 'qlik', 'excel', 'data extraction', 'automation tools', 'agile']"
INFORMATION-TECHNOLOGY,Information Technology/Assurance Specialist,"['system administration', 'troubleshooting', 'teamwork', 'communication', 'customer orientation', 'problem solving', 'attention to detail', 'adaptability', 'time management', 'analytical thinking', 'motivation', 'security clearance', 'information assurance', 'network security', 'windows server administration', 'local area network (lan) technologies', 'wide area network (wan) technologies', 'configuration management', 'ais accreditation', 'risk management framework (rmf)', 'joint security implementation guidance (jsig)', 'data backup technologies', 'communication security (comsec)', 'pl1 & pl2 systems', 'pl3 & pl4 cross domain solutions', 'microsoft exchange server', 'system security policy', 'countermeasures implementation', 'presentation skills']"
INFORMATION-TECHNOLOGY,Senior Information Technology Project Manager- Financials,"['financial reporting', 'advanced excel', 'sap', 'data analysis', 'reporting tools', 'purchase orders', 'communication', 'collaboration', 'mentoring', 'problem-solving', 'process improvement', 'budgeting', 'cost control', 'financial analysis', 'project accounting', 'gaap principles', 'accruals', 'agile methodologies', 'smartsheets', 'change management']"
INFORMATION-TECHNOLOGY,Information Technology Project Manager,"['project management', 'ms office (powerpoint, excel)', 'tech infrastructure knowledge', 'project financials understanding', 'communication', 'self-management', 'problem solving', 'teamwork', 'proactivity', 'transition and transformation (t&t) experience', 'ms project', 'smartsheet', 'sharepoint']"
INFORMATION-TECHNOLOGY,"Threat Hunting Analyst /Information Technology Specialist 3 (Information Security), ref 5776-10AR","['cyber security', 'information technology', 'technical reporting', 'critical thinking', 'analytical skills', 'communication', 'problem solving', 'independence', 'teamwork', 'research skills', 'information assurance', 'log analysis', 'siem technologies', 'threat intelligence', 'incident response', 'network security', 'vulnerability management', 'operating systems', 'system administration', 'endpoint detection and response', 'network architecture', 'mitre att&ck framework', 'cyber kill chain', 'threat hunting']"
INFORMATION-TECHNOLOGY,Information Technology Administrator,"['network infrastructure', 'cat5/6 cabling', 'domain controller', 'active directory', 'management and implementations', 'hands-on support', 'problem solving', 'communication', 'teamwork', 'scalable solutions', 'wireless networks', 'network switches', 'wan/lan', 'pos systems', 'msp experience', 'firewall applications', 'vpn applications']"
INFORMATION-TECHNOLOGY,Corporate Information Technology Manager Hotels,"['budget management', 'data security', 'project management', 'database management', 'leadership', 'communication', 'interpersonal skills', 'strategic thinking', 'team management', 'decision-making', 'problem-solving', 'adaptability', 'it management', 'hospitality industry knowledge', 'property management systems', 'it infrastructure design', 'system administration', 'network management', 'vendor management', 'technology solutions identification', 'system audits', 'it policy development', 'telecommunications systems', 'hardware and software testing', 'training and development', 'stakeholder engagement']"
INFORMATION-TECHNOLOGY,Information Technology - Data Management Specialist,"['database management systems', 'data integration', 'problem solving', 'communication', 'analytical thinking', 'teamwork', 'organizational skills', 'data management', 'data quality standards', 'cloud reporting and analytics', 'data mining', 'data warehousing', 'information assurance certification (sec+)', 'query languages', 'systems architecture', 'cost analysis', 'metadata management', 'feasibility studies', 'data governance', 'backup and recovery', 'normalization', 'storage capacity management', 'adaptability', 'decision making', 'attention to detail', 'time management', 'strategic planning']"
INFORMATION-TECHNOLOGY,Information Technology Specialist,"['help desk support', 'customer service', 'networking principles', 'teamwork', 'adaptability', 'organizational skills', 'oral communication', 'written communication', 'multi-tasking', 'confidentiality', 'cultural sensitivity', 'compliance knowledge', 'programming languages', 'software development', 'data science', 'machine learning', 'ai tools', 'powerbi', 'python', 'ellucian banner', 'salesforce', 'java', 'perl', 'r', 'oracle database', 'server administration', 'ssl certificate maintenance', 'linux system administration', 'dns administration', 'systems engineering software tools']"
INFORMATION-TECHNOLOGY,Senior Oracle Database Administrator (Senior Information Technology Systems Specialist),"['attention to detail', 'self-motivated', 'collaboration', 'communication', 'problem solving', 'time management', 'adaptability', 'oracle database administration', 'disaster recovery procedures', 'database backup/recovery utilities', 'recovery manager (rman)', 'data pump', 'flashback technologies', 'media management integration', 'database security management', 'transparent data encryption (tde)', 'lightweight directory access protocol (ldap) authentication', 'data masking', 'scripting languages (shell, perl, python)', 'sql', 'pl/sql', 'oracle real application clusters (rac)', 'grid infrastructure', 'automated storage manager (asm)', 'advanced database replication solutions', 'materialized views', 'dataguard', 'goldengate']"
INFORMATION-TECHNOLOGY,Information Technology Help Desk Manager,"['management experience', 'customer service', 'communication', 'problem solving', 'teamwork', 'active directory', 'windows servers', 'o365', 'stakeholder management', 'vendor management']"
INFORMATION-TECHNOLOGY,Information Technology Project Coordinator,"['software development methodologies', 'applications development process', 'communication', 'interpersonal skills', 'analytical problem solving', 'organizational skills', 'time management', 'self-motivation', 'adaptability', 'project management tools', 'technical documentation', 'laboratory procedures']"
INFORMATION-TECHNOLOGY,Information Technology Support Specialist,"['help desk support', 'microsoft office', 'windows operating system', 'mac operating system', 'server operating systems', 'cctv systems', 'communication', 'problem solving', 'time management', 'customer service', 'teamwork', 'vpns', 'multi-factor authentication (duo)', 'access control systems']"
INFORMATION-TECHNOLOGY,Hybrid - Information Technology Manager 1,"['information technology', 'project management', 'cost-effective solutions', 'communication', 'collaboration', 'customer focus', 'problem solving', 'accountability', 'leadership', 'adaptability', 'programming', 'network administration', 'hardware and software implementation', 'disaster recovery planning', 'database concepts', 'it infrastructure design', 'telecommunications systems', 'developing others']"
INFORMATION-TECHNOLOGY,Information Technology Infrastructure Manager,"['network administration', 'microsoft systems', 'network management', 'project management', 'cisco telephony', 'customer service', 'team building', 'communication', 'analytical skills', 'problem resolution', 'leadership', 'relationship building', 'presentation skills', 'training', 'initiative', 'planning and organizational skills', 'workload prioritization', 'independence', 'flexibility', 'data center operations', 'office 365', 'virtualization (vmware)', 'san storage', 'microsoft server 2008/2012/2016', 'microsoft sql 2008/2014/2016', 'microsoft exchange', 'active directory', 'powershell', 'group policy', 'aws', 'azure', 'paas technologies', 'travel readiness']"
INFORMATION-TECHNOLOGY,Information Technology Program Manager – I,"['communication', 'teamwork', 'client interfacing', 'organizational skills', 'problem solving', 'adaptability', 'time management', 'interpersonal skills', 'collaboration', 'critical thinking', 'independence', 'microsoft bi stack', 'data warehousing', 'etl process', 'sql server', 't-sql', 'power bi', 'ssis', 'ssas', 'ssrs', 'olap', 'dimensional modeling', 'dashboards', 'relational database design', 'mdx', 'technical infrastructure', 'architectural frameworks', 'reporting systems', 'heterogeneous systems', 'database technology', 'excel services', 'sharepoint', 'performancepoint', 'trimble pmis systems', 'uii system', 'leadership', 'stress management', 'forward thinking']"
INFORMATION-TECHNOLOGY,Information Technology Support Analyst,"['office 365 administration', 'troubleshooting', 'security protocols', 'technical support', 'cloud-based software', 'communication', 'collaboration', 'problem solving', 'interpersonal skills', 'independence', 'microsoft intune', 'jira', 'documentation tools', 'user training']"
INFORMATION-TECHNOLOGY,Information Technology System Administrator,"['windows administration', 'active directory management', 'network administration', 'hardware support', 'disaster recovery planning', 'technical infrastructure management', 'problem solving', 'communication', 'teamwork', 'adaptability', 'time management', 'microsoft 365 management', 'inventory management', 'onboarding processes', 'linux support', 'macos support']"
INFORMATION-TECHNOLOGY,Information Technology Business Analyst,"['microsoft excel', 'analytical skills', 'communication', 'problem solving', 'attention to detail', 'collaboration', 'adaptability', 'critical thinking', 'customer focus', 'erp systems', 'data integration', 'financial applications', 'etl development', 'reporting services', 'cloud functionality', 'ifs', 'sap concur', 'onestream', 'time management']"
INFORMATION-TECHNOLOGY,Information Technology Help Desk,"['hardware/software troubleshooting', 'computer deployment (sccm/autopilot)', 'microsoft office troubleshooting', 'customer service', 'communication', 'teamwork', 'active directory']"
INFORMATION-TECHNOLOGY,Senior Information Technology Security Analyst,"['information security', 'network security', 'security incident management', 'security monitoring', 'operating systems', 'firewalls', 'vpns', 'microsoft 365', 'networking principles', 'tcp/ip', 'analytical abilities', 'problem solving', 'attention to detail', 'communication', 'teamwork', 'confidentiality', 'organization', 'collaboration', 'presentation skills', 'conflict resolution', 'forensic analysis', 'vulnerability management', 'client-server applications', 'anti-virus products', 'azure security tools', 'programming', 'scripting languages', 'open-source security analysis tools', 'log data interpretation', 'negotiation']"
INFORMATION-TECHNOLOGY,Director of Information Technology,"['it strategy development', 'data security measures', 'network management', 'hardware procurement', 'sql', 'data backup systems', 'it budget management', 'web and mobile platform development', 'leadership', 'communication', 'problem solving', 'interpersonal skills', 'teamwork', 'adaptability', 'crm management', 'api integration', 'coaching']"
INFORMATION-TECHNOLOGY,Information Technology System Manager,"['customer engagement', 'interpersonal skills', 'problem solving', 'communication', 'team management', 'zafire', 'inform groundstar planning', 'realtime', 'workforce plus', 'business intelligence', 'data analysis', 'reporting', 'project management', 'system integration', 'dashboard development', 'leadership', 'analytical skills', 'decision making']"
INFORMATION-TECHNOLOGY,Information Technology Operations Intern - Summer 2024,"['technical support', 'hardware troubleshooting', 'software troubleshooting', 'documentation', 'it security policies', 'it service management', 'communication', 'collaboration', 'customer service', 'problem solving', 'professionalism', 'adaptability', 'network troubleshooting', 'windows 10', 'office 365', 'microsoft teams', 'dell computers', 'apple mobile devices']"
INFORMATION-TECHNOLOGY,Information Technology Help Desk,"['network administration', 'information technology', 'network security', 'troubleshooting', 'customer service', 'comptia a+', 'network+', 'security+', 'communication', 'interpersonal skills', 'teamwork', 'independence', 'attention to detail', 'problem solving']"
INFORMATION-TECHNOLOGY,"Tier 1 JSOC Analyst/Information Technology Specialist 3 (Information Security), ref 5774-Tier 1","['cyber security', 'information technology', 'computer programming', 'system administration', 'operating systems', 'communication', 'critical thinking', 'problem solving', 'analytical skills', 'teamwork', 'information assurance', 'network security', 'incident response', 'log analysis', 'siem technologies', 'technical writing', 'vulnerability management', 'digital forensics', 'penetration testing', 'network vulnerability assessments', 'web application vulnerability assessments', 'intrusion detection systems', 'firewalls', 'routers', 'risk management', 'security architecture', 'attention to detail', 'time management', 'adaptability']"
INFORMATION-TECHNOLOGY,Senior Information Technology Project Manager,"['it systems implementation', 'collaboration', 'communication', 'leadership', 'problem solving', 'adaptability', 'project management', 'agile', 'scrum master certification', 'pmp certification', 'safe certification', 'financial services experience', 'waterfall methodology', 'project planning', 'task management', 'dependency management', 'milestone tracking', 'time management']"
INFORMATION-TECHNOLOGY,Director Information Technology Services,"['it management', 'network infrastructure', 'budget management', 'troubleshooting', 'security compliance', 'engineering', 'application support', 'leadership', 'communication', 'problem solving', 'approachability', 'team management', 'cloud technologies', 'vendor management']"
INFORMATION-TECHNOLOGY,Information Technology Business Consultant,"['business analysis', 'process flow documentation', 'jira', 'strategic planning', 'product development', 'product strategy', 'communication', 'presentation', 'collaboration', 'problem solving', 'market research', 'confluence', 'user insights', 'design thinking']"
INFORMATION-TECHNOLOGY,Information Technology Manager,"['project management', 'cybersecurity', 'office 365', 'leadership', 'strategic thinking', 'communication', 'collaboration', 'problem solving', 'mentoring', 'interpersonal skills', 'team management', 'user support', 'training development', 'it management', 'it infrastructure', 'budget management', 'azure', 'active directory', 'sharepoint', 'vmware', 'veeam', 'fortinet edr', 'cisco ios', 'mimecast', 'sd-wan', 'ztna', 'mpls', 'sip', 'pmp', 'itil', 'cissp']"
INFORMATION-TECHNOLOGY,Information Technology Specialist,"['it support', 'system maintenance', 'hardware installation', 'software installation', 'ms project', 'help desk systems', 'problem solving', 'multi-tasking', 'teamwork', 'communication', 'customer interface', 'self-motivation', 'positive attitude', 'logistics applications', 'ms excel', 'ms word', 'ms visio', 'follow-up skills']"
INFORMATION-TECHNOLOGY,Information Technology Administrator,"['it infrastructure management', 'incident management', 'project management', 'problem management', 'networking', 'hardware support', 'software support', 'database knowledge', 'report writing', 'technical certifications', 'access management', 'system backups', 'documentation', 'communication', 'analytical skills', 'problem-solving', 'delegation', 'time management', 'adaptability', 'team collaboration', 'customer service', 'continuous improvement mindset', 'event management']"
INFORMATION-TECHNOLOGY,Information Technology Product Manager (15+ experience in Pharma),"['information technology expertise', 'analytical skills', 'problem solving', 'communication', 'decision making', 'product management', 'business requirements gathering', 'business process optimization', 'agile methodologies', 'scrum methodologies', 'market analysis', 'data-driven decision making', 'collaboration']"
INFORMATION-TECHNOLOGY,Strategic Sourcing Manager: Cyber Defense & Engineering + Information Technology - USDS,"['information technology', 'vendor management', 'contract management', 'negotiation', 'data analysis', 'cloud software', 'network security', 'budget management', 'digital transformation', 'time management', 'collaboration', 'problem solving', 'communication', 'organizational skills', 'adaptability', 'strategic thinking', 'cyber defense', 'procurement policies', 'rfp management', 'creativity']"
INFORMATION-TECHNOLOGY,Senior Information Technology Specialist,"['network management', 'communication', 'interpersonal skills', 'problem solving', 'adaptability', 'ability to work under pressure', 'documentation', 'collaboration', 'microsoft windows server', 'ibm iseries', 'linux', 'vmware', 'hp switches', 'cisco firewall', 'active directory', 'dns', 'dhcp', 'group policy', 'data integrity checks', 'disaster recovery planning', 'desktop support', 'version control systems', 'kanban production floor systems', 'microsoft great plains', 'training']"
INFORMATION-TECHNOLOGY,Information Technology Specialist II,"['leadership', 'organizational skills', 'planning skills', 'multi-tasking', 'adaptability', 'communication', 'problem solving', 'time management', 'oracle pl/sql', 'java', 'angular ui', 'spring boot', 'sql', 'devops', 'github', 'jenkins', 'visual studio', 'tfs', 'api management', 'wso2', 'agile', 'soa', 'microservices', 'unit testing', 'system testing', 'servicenow', 'data modeling', 'uml diagrams']"
INFORMATION-TECHNOLOGY,Information Technology Programmer,"['sql', 'data analysis', 'excel', 'database management', 'critical thinking', 'attention to detail', 'technical support', 'training skills', 'communication', 'problem solving', 'power bi', 'c#', 'vba', 'dax queries', 'report development', 'dashboard development']"
INFORMATION-TECHNOLOGY,Information Technology Project Manager,"['excel', 'project documentation', 'communication', 'presentation skills', 'relationship building', 'organization skills', 'detail oriented', 'multitasking', 'leadership', 'pmp certification', 'ms project', 'agile methodologies', 'project tracking', 'software development', 'enterprise level technical project experience']"
INFORMATION-TECHNOLOGY,Senior Information Technology Auditor,"['microsoft office suite', 'analytical skills', 'attention to detail', 'financial services knowledge', 'technology infrastructure', 'communication skills', 'collaboration', 'problem solving', 'time management', 'organizational skills', 'interpersonal skills', 'adaptability', 'leadership', 'written communication', 'verbal communication', 'it audit', 'sox documentation', 'risk assessment', 'cisa', 'cissp', 'cpa', 'cia', 'gsna', 'application controls', 'internal controls']"
